Month,Close,Close_norm
1,5060.9,0.0
2,5321.7,0.16443789729509753
3,5487.954545454545,0.2692636176566681
4,5468.7,0.257123368546552
5,5880.052631578948,0.5164867189439722
6,6121.238095238095,0.668557388047704
7,6574.238095238095,0.9541799627205535
8,6646.909090909091,1.0
9,6242.380952380952,0.7449395839867062
10,6375.0,0.8285576719152131
11,6157.954545454545,0.6917076022721408
12,6349.789473684211,0.8126620970031307
