Month,Close,Close_norm
1,12179.3,0.0
2,12330.1,0.05291363096984969
3,12337.09090909091,0.05536664412489049
4,12329.4,0.052668010666939
5,12545.421052631578,0.12846680549893996
6,12879.857142857143,0.24581579662092118
7,13255.57142857143,0.37764873471366833
8,13942.545454545454,0.6186984037870186
9,14339.619047619048,0.7580260269419804
10,14877.0,0.9465855588021387
11,15029.227272727272,1.0
12,14597.263157894737,0.848429776097703
