,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1424,259630,KR7259630002,엠플러스,KOSDAQ,중견기업부,8020,2,-20,-0.25,7960,8070,7810,37971,299571950,98504864040,12282402,KSQ
1425,338840,KR7338840002,와이바이오로직스,KOSDAQ,기술성장기업부,6660,2,-240,-3.48,6900,6900,6600,111942,749433375,98451556560,14782516,KSQ
1426,008260,KR7008260002,NI스틸,KOSPI,,3440,2,-35,-1.01,3485,3485,3375,65174,222781440,98384402480,28600117,STK
1427,002720,KR7002720001,국제약품,KOSPI,,4645,2,-5,-0.11,4640,4650,4560,72710,334585010,98287419640,21159832,STK
1428,060310,KR7060310000,3S,KOSDAQ,중견기업부,1848,1,9,0.49,1833,1854,1815,97559,179534038,98053105920,53059040,KSQ
1429,419080,KR7419080007,엔젯,KOSDAQ,기술성장기업부,9280,2,-10,-0.11,9180,9370,9050,19198,176286130,98047626560,10565477,KSQ
1430,365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,7010,1,300,4.47,6790,7070,6560,84689,577821700,97919878990,13968599,KSQ
1431,109960,KR7109960005,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),487,2,-2,-0.41,485,492,484,187545,91807680,97784374003,200789269,KSQ
1432,065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,8040,1,20,0.25,8030,8050,7880,39569,314570810,97761342840,12159371,KSQ
1433,246710,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,4535,1,335,7.98,4135,4660,3980,326993,1435508416,97714864980,21546828,KSQ
1434,011700,KR7011700002,한신기계,KOSPI,,3010,1,30,1.01,2950,3010,2930,68322,202066349,97662914510,32446151,STK
1435,093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,5250,2,-10,-0.19,5300,5300,5220,7079,37061030,97650000000,18600000,KSQ
1436,365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,633,1,8,1.28,625,638,617,21940,13689043,97533443277,154081269,KSQ
1437,016740,KR7016740003,두올,KOSPI,,3115,2,-10,-0.32,3125,3140,3070,25421,78708935,97515025160,31304984,STK
1438,004890,KR7004890000,동일산업,KOSPI,,40200,2,-50,-0.12,39900,40200,39900,745,29800250,97493643000,2425215,STK
1439,311320,KR7311320006,지오엘리먼트,KOSDAQ,기술성장기업부,7720,1,30,0.39,7670,7780,7520,11285,86703080,97384403200,12614560,KSQ
1440,091440,KR7091440008,한울소재과학,KOSDAQ,벤처기업부,3970,2,-25,-0.63,3995,4050,3865,196511,778897664,97291456080,24506664,KSQ
1441,004100,KR7004100004,태양금속,KOSPI,,2650,2,-40,-1.49,2685,2690,2580,272270,714052737,97255000000,36700000,STK
1442,187420,KR7187420005,HLB제넥스,KOSDAQ,기술성장기업부,3335,2,-655,-16.42,3150,3440,3025,559346,1837213919,97168166470,29135882,KSQ
1443,140070,KR7140070004,서플러스글로벌,KOSDAQ,우량기업부,2625,1,30,1.16,2595,2630,2580,15032,39063545,97093500000,36988000,KSQ
1444,040350,KR7040350001,크레오에스지,KOSDAQ,중견기업부,502,1,21,4.37,481,513,481,421088,210805111,96989072146,193205323,KSQ
1445,378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,3215,2,-5,-0.16,3175,3250,3160,235716,753586208,96909844665,30143031,KSQ
1446,053700,KR7053700001,삼보모터스,KOSDAQ,우량기업부,4235,1,35,0.83,4260,4275,4155,153248,650195850,96884899650,22877190,KSQ
1447,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10030,2,-120,-1.18,10150,10180,9950,20875,210181270,96876630610,9658687,KSQ
1448,003780,KR7003780004,진양산업,KOSPI,,7450,1,30,0.4,7320,7570,7100,222679,1630995785,96850000000,13000000,STK
1449,407400,KR7407400001,꿈비,KOSDAQ,벤처기업부,7810,2,-30,-0.38,7750,7920,7600,50026,388775715,96804559500,12394950,KSQ
1450,317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4005,2,-155,-3.73,4140,4435,3975,1890935,8021513713,96731443350,24152670,KSQ
1451,002460,KR7002460004,HS화성,KOSPI,,9530,2,-130,-1.35,9690,9800,9340,14464,138467110,96729500000,10150000,STK
1452,263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,10650,2,-120,-1.11,10610,10730,10490,9264,98246780,96697740000,9079600,KSQ
1453,027830,KR7027830009,대성창투,KOSDAQ,중견기업부,1790,1,12,0.67,1760,1792,1754,185864,329416484,96660000000,54000000,KSQ
1454,255440,KR7255440000,야스,KOSDAQ,벤처기업부,7400,1,10,0.14,7410,7560,7360,1138,8419550,96629200000,13058000,KSQ
1455,302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3150,2,-5,-0.16,3150,3180,3100,27696,86907170,96509952000,30638080,KSQ
1456,432430,KR7432430007,와이랩,KOSDAQ,기술성장기업부,5860,3,0,0.0,5810,5980,5610,86534,496747455,96340275200,16440320,KSQ
1457,448710,KR7448710004,코츠테크놀로지,KOSDAQ,벤처기업부,18240,2,-330,-1.78,18560,18600,18010,52195,950098660,95953143360,5260589,KSQ
1458,050960,KR7050960004,수산아이앤티,KOSDAQ,벤처기업부,14200,2,-480,-3.27,14400,14500,13760,45367,638740565,95864200000,6751000,KSQ
1459,260870,KR7260870001,SK시그넷,KONEX,일반기업부,15600,2,-290,-1.83,15940,15940,15480,1496,23330550,95818476000,6142210,KNX
1460,096775,KR7096771001,SK이노베이션우,KOSPI,,76700,2,-700,-0.9,77400,79000,76000,3429,262834600,95754274200,1248426,STK
1461,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,6550,2,-490,-6.96,7010,7010,6500,110797,737356720,95728963950,14615109,KSQ
1462,027050,KR7027050004,코리아나,KOSDAQ,중견기업부,2390,1,40,1.7,2395,2445,2345,211557,505258620,95600000000,40000000,KSQ
1463,366030,KR7366030005,공구우먼,KOSDAQ,중견기업부,4220,2,-10,-0.24,4180,4285,4130,75994,318471498,95599247000,22653850,KSQ
1464,452200,KR7452200009,민테크,KOSDAQ,기술성장기업부,4295,2,-20,-0.46,4275,4300,4165,71298,299815837,95187078500,22162300,KSQ
1465,227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,10440,1,30,0.29,10420,10540,10420,4274,44829005,95012727840,9100836,STK
1466,393210,KR7393210000,토마토시스템,KOSDAQ,기술성장기업부,6080,2,-120,-1.94,6120,6410,6040,746317,4652544360,94936427520,15614544,KSQ
1467,052220,KR7052220001,iMBC,KOSDAQ,중견기업부,4125,2,-115,-2.71,4125,4170,3740,679026,2736190346,94875000000,23000000,KSQ
1468,079980,KR7079980009,휴비스,KOSPI,,2750,1,20,0.73,2725,2780,2630,72417,197311040,94875000000,34500000,STK
1469,180400,KR7180400004,DXVX,KOSDAQ,관리종목(소속부없음),1927,2,-39,-1.98,1833,1999,1750,1274203,2389097950,94845845464,49219432,KSQ
1470,001470,KR7001470004,삼부토건,KOSPI,,412,2,-10,-2.37,394,425,393,4214204,1730303805,94628911488,229681824,STK
1471,111380,KR7111380002,동인기연,KOSPI,,15440,2,-110,-0.71,15460,15700,15260,3879,59720680,94616320000,6128000,STK
1472,024900,KR7024900003,덕양산업,KOSPI,,2900,1,30,1.05,2880,2905,2820,56601,162404551,94438442000,32564980,STK
1473,136410,KR7136410008,아셈스,KOSDAQ,벤처기업부,8570,2,-30,-0.35,8510,8640,8450,9889,84452260,94433738420,11019106,KSQ
1474,058630,KR7058630005,엠게임,KOSDAQ,우량기업부,4825,2,-10,-0.21,4830,4860,4790,52276,252210910,94299206525,19543877,KSQ
1475,219550,KR7219550001,디와이디,KOSDAQ,투자주의환기종목(소속부없음),755,1,100,15.27,657,780,650,5388344,3923692329,94246018820,124829164,KSQ
1476,023000,KR7023000003,삼원강재,KOSPI,,2355,1,20,0.86,2350,2355,2345,23291,54735400,94200000000,40000000,STK
1477,217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,4070,2,-60,-1.45,4085,4085,4000,7982,32224430,94137256290,23129547,KSQ
1478,451220,KR7451220008,아이엠티,KOSDAQ,기술성장기업부,11950,2,-40,-0.33,11770,12500,11640,859561,10364322745,94101601450,7874611,KSQ
1479,177900,KR7177900008,쓰리에이로직스,KOSDAQ,기술성장기업부,10020,1,1000,11.09,9150,10180,9000,7157369,70064502760,93855336000,9366800,KSQ
1480,067570,KR7067570002,엔브이에이치코리아,KOSDAQ,우량기업부,2225,1,10,0.45,2210,2230,2190,30221,66722615,93828250000,42170000,KSQ
1481,216050,KR7216050005,인크로스,KOSDAQ,우량기업부,7300,2,-70,-0.95,7280,7370,7250,10746,78283505,93755520600,12843222,KSQ
1482,290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,11930,2,-200,-1.65,12250,12340,11760,13398,159481535,93741883800,7857660,KSQ
1483,038880,KR7038880001,아이에이,KOSDAQ,중견기업부,249,2,-4,-1.58,253,253,247,697399,173705349,93554572575,375721175,KSQ
1484,224110,KR7224110007,에이텍모빌리티,KOSDAQ,중견기업부,17510,2,-650,-3.58,17490,17700,17050,75227,1303322255,93503400000,5340000,KSQ
1485,023800,KR7023800006,인지컨트롤스,KOSPI,,5910,3,0,0.0,5890,6000,5850,30522,179889590,93432354270,15809197,STK
1486,126880,KR7126880004,제이엔케이글로벌,KOSDAQ,우량기업부,4015,2,-50,-1.23,4090,4090,3985,27926,112089557,93167685545,23204903,KSQ
1487,054800,KR7054800008,아이디스홀딩스,KOSDAQ,우량기업부,9000,2,-90,-0.99,9090,9100,8950,43386,389636810,93129804000,10347756,KSQ
1488,253840,KR7253840003,수젠텍,KOSDAQ,우량기업부,5550,1,40,0.73,5500,5570,5400,106242,582404740,92924760000,16743200,KSQ
1489,372910,KR7372910000,한컴라이프케어,KOSPI,,3355,1,20,0.6,3310,3355,3235,182646,603083660,92847632130,27674406,STK
1490,352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,3455,3,0,0.0,3485,3485,3420,44519,153489266,92846208090,26872998,KSQ
1491,053450,KR7053450003,세코닉스,KOSDAQ,우량기업부,6250,1,80,1.3,6170,6480,6060,217232,1353591905,92455018750,14792803,KSQ
1492,056090,KR7056090004,시지메드텍,KOSDAQ,중견기업부,895,1,30,3.47,861,895,830,319191,274448904,92416837220,103259036,KSQ
1493,199430,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,8500,2,-150,-1.73,8500,8720,8330,27546,233163475,92375560500,10867713,KSQ
1494,005800,KR7005800008,신영와코루,KOSPI,,10250,1,20,0.2,10340,10340,10100,8629,87796160,92250000000,9000000,STK
1495,408920,KR7408920007,메쎄이상,KOSDAQ,벤처기업부,2130,2,-5,-0.23,2125,2145,2105,2700,5720630,92085129150,43232455,KSQ
1496,084180,KR7084180009,수성웹툰,KOSDAQ,중견기업부,5130,2,-170,-3.21,5250,5320,5100,53476,276702130,92068166430,17947011,KSQ
1497,073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1327,1,9,0.68,1319,1329,1309,53590,70644138,91878352261,69237643,KSQ
1498,067830,KR7067830000,세이브존I&C,KOSPI,,2230,2,-35,-1.55,2270,2280,2215,60455,135463320,91521195850,41040895,STK
1499,321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,3425,1,435,14.55,2905,3500,2905,350075,1157610618,91489391175,26712231,KSQ
1500,195990,KR7195990007,에이비프로바이오,KOSDAQ,중견기업부,321,1,2,0.63,318,331,317,316144,101302427,91385400441,284689721,KSQ
1501,014200,KR7014200000,광림,KOSDAQ,관리종목(소속부없음),30200,0,0,0.0,0,0,0,0,0,91311391200,3023556,KSQ
1502,016090,KR7016090003,대현,KOSPI,,2060,2,-35,-1.67,2095,2100,2040,35405,72853906,91221558600,44282310,STK
1503,419050,KR7419050000,삼기이브이,KOSDAQ,중견기업부,1591,2,-8,-0.5,1599,1600,1564,74309,117597610,90999217840,57196240,KSQ
1504,010040,KR7010040004,한국내화,KOSPI,,2215,3,0,0.0,2215,2230,2190,3053,6726435,90963542330,41067062,STK
1505,120240,KR7120240007,대정화금,KOSDAQ,우량기업부,12650,2,-150,-1.17,12720,12830,12610,13360,169229020,90958446150,7190391,KSQ
1506,089850,KR7089850002,유비벨록스,KOSDAQ,우량기업부,6170,2,-110,-1.75,6240,6250,6080,23840,146847005,90885327830,14730199,KSQ
1507,413640,KR7413640004,비아이매트릭스,KOSDAQ,벤처기업부,12590,1,290,2.36,12120,12670,12110,79478,988638650,90735374600,7206940,KSQ
1508,045970,KR7045970001,코아시아,KOSDAQ,중견기업부,3445,1,85,2.53,3285,3460,3285,30110,102368197,90654747820,26314876,KSQ
1509,459100,KR7459100004,위츠,KOSDAQ,중견기업부,7210,2,-10,-0.14,7220,7220,7060,61907,441443520,90644120000,12572000,KSQ
1510,347890,KR7347890006,엠투아이,KOSDAQ,벤처기업부,5350,2,-80,-1.47,5430,5430,5300,4834,25716690,90485641400,16913204,KSQ
1511,244920,KR7244920005,에이플러스에셋,KOSPI,,4000,2,-25,-0.62,4025,4025,3955,33364,132920320,90430772000,22607693,STK
1512,010770,KR7010770006,평화홀딩스,KOSPI,,6180,2,-170,-2.68,6150,6380,5805,294530,1765831010,90385379880,14625466,STK
1513,311390,KR7311390009,네오크레마,KOSDAQ,벤처기업부,7130,1,570,8.69,6560,7170,6550,84220,583005000,90221515570,12653789,KSQ
1514,061250,KR7061250007,화일약품,KOSDAQ,중견기업부,1084,2,-13,-1.19,1095,1100,1079,73769,80083456,89836123852,82874653,KSQ
1515,014710,KR7014710008,사조씨푸드,KOSPI,,5210,3,0,0.0,5100,5300,5070,22543,115991695,89708609030,17218543,STK
1516,348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,4630,2,-15,-0.32,4615,4690,4560,21823,100417463,89700925500,19373850,KSQ
1517,041920,KR7041920000,메디아나,KOSDAQ,우량기업부,4820,2,-55,-1.13,4890,4890,4770,12875,61825890,89643434860,18598223,KSQ
1518,102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3285,2,-15,-0.45,3270,3370,3245,38437,125766188,89447954850,27229210,KSQ
1519,388870,KR7388870008,파로스아이바이오,KOSDAQ,기술성장기업부,6900,2,-190,-2.68,7010,7120,6760,64353,441312265,89326930800,12945932,KSQ
1520,083500,KR7083500009,에프엔에스테크,KOSDAQ,벤처기업부,10410,1,420,4.2,9900,10550,9900,52245,537062455,89273266020,8575722,KSQ
1521,351870,KR7351870001,차이커뮤니케이션,KOSDAQ,중견기업부,7990,2,-110,-1.36,8010,8140,7770,27047,215056350,89173529580,11160642,KSQ
1522,058860,KR7058860008,KTis,KOSPI,,2560,1,15,0.59,2545,2560,2530,36164,91827247,89093120000,34802000,STK
1523,038540,KR7038540001,상상인,KOSDAQ,우량기업부,1609,1,104,6.91,1505,1630,1495,178631,281181428,89023255617,55328313,KSQ
1524,317830,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,8250,1,170,2.1,8000,8730,7880,112993,917855660,88883998500,10773818,KSQ
1525,137950,KR7137950002,제이씨케미칼,KOSDAQ,우량기업부,3990,1,5,0.13,3980,4085,3895,35238,138510799,88848577860,22267814,KSQ
1526,101670,KR7101670008,하이드로리튬,KOSDAQ,투자주의환기종목(소속부없음),1640,2,-59,-3.47,1695,1699,1600,427420,703702053,88838750800,54169970,KSQ
1527,040910,KR7040910002,아이씨디,KOSDAQ,투자주의환기종목(소속부없음),4780,2,-1120,-18.98,4130,4970,4130,1393776,6066507240,88785034500,18574275,KSQ
1528,215360,KR7215360009,우리산업,KOSDAQ,벤처기업부,9720,2,-70,-0.72,9800,9800,9580,8563,82857990,88764624360,9132163,KSQ
1529,170030,KR7170030001,현대공업,KOSDAQ,우량기업부,5780,1,10,0.17,5820,5840,5720,65566,378536125,88665200000,15340000,KSQ
1530,000180,KR7000180000,성창기업지주,KOSPI,,1269,2,-20,-1.55,1289,1294,1264,29613,37641781,88514780400,69751600,STK
1531,040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,5620,2,-10,-0.18,5650,5650,5600,3748,21070035,88107842240,15677552,KSQ
1532,339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,1957,1,3,0.15,1951,1966,1915,91319,176081440,87960603835,44946655,KSQ
1533,007720,KR7007720006,대명소노시즌,KOSDAQ,중견기업부,872,1,5,0.58,867,877,845,279838,240365719,87897992400,100800450,KSQ
1534,219130,KR7219130002,타이거일렉,KOSDAQ,중견기업부,13920,1,30,0.22,13700,13990,13460,38454,528596880,87894916800,6314290,KSQ
1535,013520,KR7013520002,화승코퍼레이션,KOSPI,,1755,1,2,0.11,1748,1785,1728,60079,104739787,87839947260,50051252,STK
1536,309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,3780,2,-50,-1.31,3850,3850,3655,364825,1362744927,87761163420,23217239,KSQ
1537,046210,KR7046210001,HLB파나진,KOSDAQ,벤처기업부,2010,2,-365,-15.37,1665,2060,1665,1575380,2924412706,87751751880,43657588,KSQ
1538,007820,KR7007820004,에스엠코어,KOSDAQ,중견기업부,4380,2,-20,-0.45,4400,4440,4350,120913,529247410,87748683480,20033946,KSQ
1539,014440,KR7014440002,영보화학,KOSPI,,4375,2,-225,-4.89,4560,4590,4305,135921,597585470,87500000000,20000000,STK
1540,373160,KR7373160001,데이원컴퍼니,KOSDAQ,기술성장기업부,6430,2,-200,-3.02,6630,6630,5980,41392,265566580,87482876320,13605424,KSQ
1541,071090,KR7071090005,하이스틸,KOSPI,,4330,1,125,2.97,4210,4720,4040,5354359,23893648868,87429069430,20191471,STK
1542,001560,KR7001560002,제일연마,KOSPI,,8820,2,-70,-0.79,8790,9030,8650,18307,160355860,87318000000,9900000,STK
1543,032560,KR7032560005,황금에스티,KOSPI,,5120,2,-50,-0.97,5160,5160,5080,3887,19897425,87040000000,17000000,STK
1544,001540,KR7001540004,안국약품,KOSDAQ,우량기업부,6670,1,50,0.76,6620,6690,6590,6984,46197120,86992941400,13042420,KSQ
1545,141000,KR7141000000,비아트론,KOSDAQ,우량기업부,7180,2,-60,-0.83,7260,7260,7110,9269,66116420,86983617800,12114710,KSQ
1546,012210,KR7012210001,삼미금속,KONEX,일반기업부,2200,2,-10,-0.45,2510,2510,2200,2,4710,86973079600,39533218,KNX
1547,053050,KR7053050001,지에스이,KOSDAQ,우량기업부,2900,2,-10,-0.34,2900,2910,2875,86002,248297383,86964031300,29987597,KSQ
1548,000440,KR7000440008,중앙에너비스,KOSDAQ,중견기업부,13900,1,40,0.29,13890,14090,13500,9559,131015080,86557107000,6227130,KSQ
1549,333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,8180,2,-160,-1.92,8350,8390,8050,19347,157412910,86350893920,10556344,KSQ
1550,037950,KR7037950003,엘컴텍,KOSDAQ,중견기업부,1022,2,-5,-0.49,1027,1027,1006,151535,153566248,86305364418,84447519,KSQ
1551,006370,KR7006370001,대구백화점,KOSPI,,7970,1,50,0.63,7800,8140,7800,34740,277474510,86248239670,10821611,STK
1552,025550,KR7025550005,한국선재,KOSDAQ,우량기업부,3380,1,40,1.2,3310,3385,3230,83356,275111240,86237333520,25514004,KSQ
1553,382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,2190,2,-20,-0.9,2210,2210,2145,24132,52213550,86192136600,39357140,KSQ
1554,024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,4165,2,-30,-0.72,4160,4215,4125,35207,146255910,86143853670,20682798,KSQ
1555,009200,KR7009200007,무림페이퍼,KOSPI,,2070,2,-5,-0.24,2075,2080,2050,42670,87962415,86131271700,41609310,STK
1556,389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,7720,2,-580,-6.99,8280,8380,7500,1056925,8275601125,85790314200,11112735,KSQ
1557,446540,KR7446540007,메가터치,KOSDAQ,중견기업부,4130,2,-240,-5.49,4270,4360,4095,777560,3245788271,85784230000,20771000,KSQ
1558,068050,KR7068050004,팬엔터테인먼트,KOSDAQ,우량기업부,3095,2,-400,-11.44,3415,3440,3045,2093806,6652552502,85713165220,27694076,KSQ
1559,900340,HK0000449303,윙입푸드,KOSDAQ,외국기업(소속부없음),1700,1,10,0.59,1690,1720,1682,135689,230952754,85562577600,50330928,KSQ
1560,021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,3985,2,-25,-0.62,4010,4010,3975,2644,10558755,85279000000,21400000,KSQ
1561,452400,KR7452400005,이닉스,KOSDAQ,벤처기업부,9400,2,-280,-2.89,9650,9650,9220,17073,159845540,85271423200,9071428,KSQ
1562,142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,3920,1,30,0.77,3860,3935,3820,73317,283270585,85228349920,21741926,KSQ
1563,004540,KR7004540001,깨끗한나라,KOSPI,,2285,1,10,0.44,2290,2305,2210,77609,174949040,85094983505,37240693,STK
1564,006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,5670,3,0,0.0,5650,5730,5610,12534,70571765,85050000000,15000000,KSQ
1565,036630,KR7036630002,세종텔레콤,KOSDAQ,우량기업부,425,0,0,0.0,0,0,0,0,0,85000000000,200000000,KSQ
1566,011690,KR7011690005,와이투솔루션,KOSPI,,2320,1,20,0.87,2300,2340,2250,144477,331013825,84852594080,36574394,STK
1567,066310,KR7066310004,큐에스아이,KOSDAQ,중견기업부,9140,1,60,0.66,8880,9160,8790,47184,420814095,84742615940,9271621,KSQ
1568,014790,KR7014790000,HL D&I,KOSPI,,2235,2,-30,-1.32,2265,2290,2215,80067,180098846,84613973235,37858601,STK
1569,041930,KR7041930009,동아화성,KOSDAQ,우량기업부,5330,2,-20,-0.37,5370,5370,5280,14337,75992785,84214000000,15800000,KSQ
1570,171120,KR7171120009,라이온켐텍,KOSDAQ,중견기업부,2345,1,5,0.21,2345,2365,2325,19567,45767186,84189627200,35901760,KSQ
1571,208140,KR7208140004,정다운,KOSDAQ,우량기업부,2575,1,15,0.59,2540,2590,2530,109967,281590680,84161933450,32684246,KSQ
1572,207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,1013,1,5,0.5,1003,1019,997,119418,119965018,84159820179,83079783,KSQ
1573,010470,KR7010470003,오리콤,KOSDAQ,우량기업부,7020,1,80,1.15,6950,7030,6920,11985,83434520,84064851000,11975050,KSQ
1574,054780,KR7054780002,키이스트,KOSDAQ,중견기업부,4300,3,0,0.0,4310,4335,4235,20571,88026495,84055509900,19547793,KSQ
1575,300120,KR7300120003,라온피플,KOSDAQ,벤처기업부,4025,2,-20,-0.49,4045,4110,3985,29713,119722022,83961548300,20860012,KSQ
1576,098120,KR7098120009,마이크로컨텍솔,KOSDAQ,중견기업부,10090,1,370,3.81,9690,10230,9600,234620,2356232570,83875808940,8312766,KSQ
1577,047400,KR7047400007,유니온머티리얼,KOSPI,,1990,2,-15,-0.75,2010,2030,1963,151883,301740594,83580000000,42000000,STK
1578,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,1650,1,1,0.06,1636,1662,1623,185183,303382019,83350377000,50515380,KSQ
1579,017510,KR7017510009,세명전기,KOSDAQ,중견기업부,5460,2,-40,-0.73,5460,5520,5360,96318,521286410,83243160000,15246000,KSQ
1580,107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,16680,2,-160,-0.95,16850,16920,16410,8326,137604250,83092170600,4981545,KSQ
1581,338100,KR7338100001,NH프라임리츠,KOSPI,,4450,2,-20,-0.45,4495,4495,4430,11516,51249147,83037000000,18660000,STK
1582,041910,KR7041910001,폴라리스AI파마,KOSDAQ,중견기업부,6150,2,-100,-1.6,6280,6280,6150,17562,108499360,83034883050,13501607,KSQ
1583,122310,KR7122310006,제노레이,KOSDAQ,우량기업부,5700,3,0,0.0,5730,5730,5650,521,2961390,82956910800,14553844,KSQ
1584,000590,KR7000590000,CS홀딩스,KOSPI,,71800,2,-100,-0.14,72300,72300,71000,462,32938500,82891807600,1154482,STK
1585,460940,KR7460940000,피앤에스미캐닉스,KOSDAQ,기술성장기업부,12790,2,-90,-0.7,12790,13010,12470,49038,621882955,82773554600,6471740,KSQ
1586,105740,KR7105740005,디케이락,KOSDAQ,우량기업부,8140,1,110,1.37,8010,8180,7900,78001,626982980,82771695820,10168513,KSQ
1587,260930,KR7260930003,씨티케이,KOSDAQ,중견기업부,4270,1,20,0.47,4195,4280,4105,71389,298104919,82588593570,19341591,KSQ
1588,418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,2740,1,30,1.11,2690,2750,2660,22780,61883570,82497106420,30108433,KSQ
1589,007590,KR7007590003,동방아그로,KOSPI,,6050,1,10,0.17,6060,6060,6000,1453,8740765,82386340850,13617577,STK
1590,004840,KR7004840005,DRB동일,KOSPI,,4125,3,0,0.0,4110,4130,4050,9150,37348630,82211250000,19930000,STK
1591,006880,KR7006880009,신송홀딩스,KOSPI,,6950,2,-70,-1.0,7020,7080,6860,73108,507127110,82210563100,11828858,STK
1592,020710,KR7020710000,시공테크,KOSDAQ,우량기업부,4100,1,215,5.53,3985,4130,3920,240998,972659848,82196677000,20047970,KSQ
1593,078000,KR7078000007,텔코웨어,KOSPI,,8850,2,-140,-1.56,9000,9070,8850,3873,34607330,81774681450,9240077,STK
1594,222810,KR7222810004,세토피아,KOSDAQ,관리종목(소속부없음),5400,0,0,0.0,0,0,0,0,0,81712098000,15131870,KSQ
1595,005960,KR7005960000,동부건설,KOSPI,,3560,2,-20,-0.56,3620,3620,3525,4779,17005369,81688988200,22946345,STK
1596,042500,KR7042500009,링네트,KOSDAQ,우량기업부,4280,1,10,0.23,4295,4295,4230,46384,197082405,81620173520,19070134,KSQ
1597,004650,KR7004650008,창해에탄올,KOSDAQ,중견기업부,8880,2,-10,-0.11,8890,8890,8830,4316,38211440,81615058800,9190885,KSQ
1598,036090,KR7036090009,위지트,KOSDAQ,중견기업부,689,1,2,0.29,684,698,680,190812,130995541,81572283676,118392284,KSQ
1599,000910,KR7000910000,유니온,KOSPI,,5220,2,-10,-0.19,5230,5270,5110,154467,799816920,81492651180,15611619,STK
1600,317690,KR7317690006,퀀타매트릭스,KOSDAQ,기술성장기업부,4495,1,300,7.15,4155,4640,4155,380580,1699000632,81281480285,18082643,KSQ
1601,011300,KR7011300001,성안머티리얼스,KOSPI,,596,2,-11,-1.81,597,640,590,1181267,730689407,80798334300,135567675,STK
1602,005740,KR7005740006,크라운해태홀딩스,KOSPI,,5440,2,-10,-0.18,5480,5490,5410,10213,55520765,80769567680,14847347,STK
1603,004770,KR7004770004,써니전자,KOSPI,,2200,1,30,1.38,2150,2210,2110,328058,706593097,80746344800,36702884,STK
1604,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,3955,1,30,0.76,3945,3980,3890,170991,671975630,80744496910,20415802,KSQ
1605,163730,KR7163730005,핑거,KOSDAQ,벤처기업부,8610,1,40,0.47,8530,8690,8530,22844,195931130,80637884880,9365608,KSQ
1606,260660,KR7260660006,알리코제약,KOSDAQ,우량기업부,5260,2,-140,-2.59,5280,5490,5210,740472,3932749975,80620130460,15327021,KSQ
1607,330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,6100,2,-70,-1.13,6070,6240,6070,15359,93401540,80533047900,13202139,KSQ
1608,038680,KR7038680005,에스넷,KOSDAQ,중견기업부,4115,1,15,0.37,4075,4125,4065,9993,40854410,80446920855,19549677,KSQ
1609,307930,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,5150,3,0,0.0,5150,5170,5070,32264,164632720,80391500000,15610000,KSQ
1610,074430,KR7074430000,아미노로직스,KOSDAQ,중견기업부,915,2,-11,-1.19,928,929,912,67804,62188600,80361562260,87826844,KSQ
1611,186230,KR7186230009,그린플러스,KOSDAQ,벤처기업부,7350,2,-70,-0.94,7500,7500,7290,7403,54373345,80263381800,10920188,KSQ
