,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
458,069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,13520,1,150,1.12,13490,13540,13400,89141,1202929875,467803951680,34600884,KSQ
459,009900,KR7009900002,명신산업,KOSPI,,8910,2,-20,-0.22,8910,8940,8680,171776,1512837340,467508885030,52470133,STK
460,003920,KR7003920006,남양유업,KOSPI,,71800,1,800,1.13,71000,72700,70300,10231,730716700,462162958000,6436810,STK
461,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,41050,2,-450,-1.08,41600,41650,40200,67927,2765607450,460988626500,11229930,KSQ
462,005610,KR7005610001,SPC삼립,KOSPI,,53400,3,0,0.0,53800,53800,52500,7766,411918100,460789080600,8629009,STK
463,093050,KR7093050003,LF,KOSPI,,15420,2,-40,-0.26,15450,15450,15350,13307,204829440,450880800000,29240000,STK
464,099190,KR7099190001,아이센스,KOSDAQ,우량기업부,16220,1,220,1.38,16200,16380,16010,57159,925235810,448341448060,27641273,KSQ
465,032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,11670,1,620,5.61,11160,11730,11070,138645,1592610965,446961000000,38300000,KSQ
466,017860,KR7017860008,DS단석,KOSPI,,25350,1,50,0.2,25150,25400,24300,188035,4658964050,445759774200,17584212,STK
467,365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,36650,1,350,0.96,36950,37100,35550,28996,1053932300,445224200000,12148000,KSQ
468,029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,8880,1,20,0.23,8870,8880,8860,99864,885653915,444000000000,50000000,KSQ
469,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,7250,1,190,2.69,6950,7320,6930,956996,6842318815,442940424750,61095231,KSQ
470,097520,KR7097520001,엠씨넥스,KOSPI,,24550,2,-100,-0.41,24600,24900,24300,26312,647433800,441353320600,17977732,STK
471,171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,46250,1,750,1.65,45900,46700,45250,33803,1562069625,441086481250,9537005,KSQ
472,215200,KR7215200007,메가스터디교육,KOSDAQ GLOBAL,우량기업부,40700,1,850,2.13,40200,40900,39400,32014,1295158925,438375100900,10770887,KSQ
473,357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4490,2,-5,-0.11,4495,4495,4435,22749,101539714,437035739460,97335354,STK
474,218410,KR7218410009,RFHIC,KOSDAQ,우량기업부,16490,1,270,1.66,16340,16560,15990,80433,1308012405,436728448580,26484442,KSQ
475,013890,KR7013890009,지누스,KOSPI,,19620,1,230,1.19,19390,19830,19200,27057,531491640,436634781120,22254576,STK
476,003300,KR7003300001,한일홀딩스,KOSPI,,14110,1,50,0.36,14050,14120,13950,4895,68683710,435051993240,30832884,STK
477,051980,KR7051980001,중앙첨단소재,KOSDAQ,중견기업부,4265,1,260,6.49,4005,4325,3870,2316433,9585421089,434186805235,101802299,KSQ
478,015750,KR7015750003,성우하이텍,KOSDAQ,우량기업부,5410,1,30,0.56,5330,5460,5280,259332,1394463390,432800000000,80000000,KSQ
479,017940,KR7017940008,E1,KOSPI,,62900,2,-500,-0.79,63400,63400,62200,8457,529217700,431494000000,6860000,STK
480,475560,KR7475560009,더본코리아,KOSPI,,29250,1,150,0.52,29100,29300,28600,50788,1468201375,431064855000,14737260,STK
481,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,28100,2,-200,-0.71,27800,28550,27500,710663,19978053550,430895122600,15334346,KSQ
482,003160,KR7003160009,디아이,KOSPI,,15220,2,-90,-0.59,15310,15470,14900,572081,8703186665,430726000000,28300000,STK
483,034310,KR7034310003,NICE,KOSPI,,11600,1,50,0.43,11520,11650,11500,7805,90396110,430689927200,37128442,STK
484,075580,KR7075580001,세진중공업,KOSPI,,7570,1,10,0.13,7560,7650,7440,306986,2314257670,430350381920,56849456,STK
485,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,32450,2,-850,-2.55,33300,33850,31850,502257,16361755300,428583699500,13207510,KSQ
486,099430,KR7099430001,바이오플러스,KOSDAQ,중견기업부,7130,1,10,0.14,7120,7220,7000,316456,2255424915,426129505170,59765709,KSQ
487,006110,KR7006110001,삼아알미늄,KOSPI,,28950,2,-400,-1.36,29100,29300,28050,31115,890868600,425909968200,14711916,STK
488,170900,KR7170900005,동아에스티,KOSPI,,46300,1,50,0.11,46200,46700,46050,6614,306061500,424708742500,9172975,STK
489,094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,22200,3,0,0.0,22100,22600,21650,183309,4082385100,423292017600,19067208,KSQ
490,206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,11560,2,-80,-0.69,11520,11770,11460,71337,823240435,422336588920,36534307,KSQ
491,019170,KR7019170000,신풍제약,KOSPI,,7950,2,-70,-0.87,8020,8060,7860,142945,1131296480,421230670500,52984990,STK
492,003545,KR7003541000,대신증권우,KOSPI,,16110,2,-30,-0.19,16140,16140,16070,128672,2072595075,418860000000,26000000,STK
493,084690,KR7084690007,대상홀딩스,KOSPI,,11540,1,170,1.5,11220,11560,11070,192144,2171556805,417892688520,36212538,STK
494,189300,KR7189300007,인텔리안테크,KOSDAQ,우량기업부,38850,1,650,1.7,38200,39000,37100,48817,1865323700,416990025900,10733334,KSQ
495,092790,KR7092790005,넥스틸,KOSPI,,16010,2,-720,-4.3,16980,17060,15800,1780486,28667399400,416292020000,26002000,STK
496,352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,41450,2,-900,-2.13,42350,43200,41100,104357,4368811550,415077854450,10013941,KSQ
497,00104K,KR700104K010,CJ4우(전환),KOSPI,,98000,1,1000,1.03,97100,98900,96800,11061,1083983100,414198176000,4226512,STK
498,179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,23050,2,-200,-0.86,23200,23200,22600,65581,1503041400,413808098450,17952629,KSQ
499,005810,KR7005810007,풍산홀딩스,KOSPI,,28650,1,50,0.17,28300,28750,28250,19172,545380350,413055415800,14417292,STK
500,448730,KR7448730002,삼성FN리츠,KOSPI,,4535,2,-55,-1.2,4590,4590,4535,31299,142510153,412911750000,91050000,STK
501,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3500,2,-20,-0.57,3525,3535,3455,188599,657493988,412460653500,117845901,KSQ
502,002960,KR7002960003,한국쉘석유,KOSPI,,314000,1,3500,1.13,311500,315000,310500,1478,462313500,408200000000,1300000,STK
503,215000,KR7215000001,골프존,KOSDAQ GLOBAL,우량기업부,64600,1,1700,2.7,63000,65700,62400,36365,2338457150,405391809000,6275415,KSQ
504,228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,16640,2,-120,-0.72,16570,17150,16570,80575,1354710410,405389221120,24362333,KSQ
505,091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7100,1,50,0.71,7070,7120,7040,163530,1159176520,404700000000,57000000,KSQ
506,214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,56700,2,-300,-0.53,56900,57700,56100,24741,1404070250,402953292000,7106760,KSQ
507,455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,26850,2,-700,-2.54,27350,27750,26450,85635,2300941600,402511867350,14991131,KSQ
508,034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,88400,2,-100,-0.11,88500,88500,87200,1638,144096150,401381437600,4540514,KSQ
509,064550,KR7064550007,바이오니아,KOSDAQ,우량기업부,15470,2,-100,-0.64,15710,15930,15390,96350,1499905350,399285201770,25810291,KSQ
510,372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,27950,1,500,1.82,26900,28200,26600,43068,1176300775,396870239350,14199293,KSQ
511,200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,13480,1,350,2.67,13230,13620,13200,106989,1439977080,396521721840,29415558,KSQ
512,046890,KR7046890000,서울반도체,KOSDAQ GLOBAL,우량기업부,6780,1,50,0.74,6780,6840,6730,150753,1025528300,395310612000,58305400,KSQ
513,176750,KR7176750008,듀켐바이오,KOSDAQ,기술성장기업부,13890,1,680,5.15,12830,14000,12660,198828,2712371615,395243005800,28455220,KSQ
514,094800,KR7094800000,맵스리얼티1,KOSPI,,4245,2,-30,-0.7,4300,4300,4240,10821,45951970,394081735095,92834331,STK
515,003280,KR7003280005,흥아해운,KOSPI,,1634,2,-7,-0.43,1644,1654,1601,542212,878150878,392854284966,240424899,STK
516,006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,5930,1,130,2.24,5830,5960,5800,263480,1548831210,390946653390,65926923,KSQ
517,418550,KR7418550000,제이오,KOSDAQ,기술성장기업부,12150,1,20,0.16,12450,12750,12120,594784,7409082980,389014726950,32017673,KSQ
518,029530,KR7029530003,신도리코,KOSPI,,38450,1,150,0.39,38050,38500,38050,1448,55462100,387577115050,10080029,STK
519,060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,9430,1,70,0.75,9360,9750,9200,326591,3087438940,387478605700,41089990,KSQ
520,432320,KR7432320000,KB스타리츠,KOSPI,,3820,2,-35,-0.91,3855,3855,3810,14152,54144609,387402568700,101414285,STK
521,102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,31125,1,475,1.55,30650,31550,30100,63050,1955611500,386677920375,12423387,KSQ
522,183190,KR7183190008,아세아시멘트,KOSPI,,10210,3,0,0.0,10210,10250,10150,7671,78125555,386310522060,37836486,STK
523,378340,KR7378340004,필에너지,KOSDAQ,중견기업부,18080,2,-820,-4.34,19100,19100,17880,541649,9874582615,384848746560,21285882,KSQ
524,094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,18450,1,860,4.89,17710,18890,17600,261645,4793235790,384186637800,20823124,KSQ
525,052400,KR7052400009,코나아이,KOSDAQ,우량기업부,26250,2,-250,-0.94,25250,26500,25200,126317,3275750450,382286388750,14563291,KSQ
526,420770,KR7420770000,기가비스,KOSDAQ,중견기업부,30150,1,850,2.9,29150,30500,29150,35258,1059886650,382174103700,12675758,KSQ
527,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,벤처기업부,22000,1,700,3.29,21750,22075,20850,94570,2037886100,381037800000,17319900,KSQ
528,058650,KR7058650003,세아홀딩스,KOSPI,,95100,1,900,0.96,94200,95100,94200,10,945600,380400000000,4000000,STK
529,102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,26600,1,650,2.5,25700,26850,25700,99031,2618110875,380056437600,14287836,KSQ
530,018250,KR7018250001,애경산업,KOSPI,,14300,2,-210,-1.45,14550,14550,14270,28209,404960110,377662070500,26409935,STK
531,030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,4885,1,270,5.85,4680,4980,4680,5842849,28461698707,377307537185,77237981,KSQ
532,278280,KR7278280003,천보,KOSDAQ,우량기업부,37700,3,0,0.0,38200,38200,36650,18863,704361250,377000000000,10000000,KSQ
533,083450,KR7083450007,GST,KOSDAQ,우량기업부,20400,2,-250,-1.21,20750,20800,20050,222451,4535831425,375972000000,18430000,KSQ
534,068240,KR7068240001,다원시스,KOSDAQ,중견기업부,9845,1,95,0.97,9900,9990,9760,85115,839928720,375719037265,38163437,KSQ
535,084010,KR7084010008,대한제강,KOSPI,,16010,2,-20,-0.12,15860,16090,15860,21102,337549750,374864495970,23414397,STK
536,499790,KR7499790004,GS피앤엘,KOSPI,,18850,2,-710,-3.63,19580,19660,18820,46665,887544090,373811352850,19830841,STK
537,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,23600,1,350,1.51,23100,23950,22500,341693,8001196875,373588000000,15830000,KSQ
538,003960,KR7003960002,사조대림,KOSPI,,40750,2,-450,-1.09,41200,41200,40200,15457,626162475,373452030250,9164467,STK
539,031430,KR7031430002,신세계인터내셔날,KOSPI,,10420,1,210,2.06,10220,10430,10120,134591,1387524115,371994000000,35700000,STK
540,452450,KR7452450000,피아이이,KOSDAQ,벤처기업부,10330,2,-670,-6.09,10640,10730,10280,1869099,19560496450,370082580000,35826000,KSQ
541,237880,KR7237880000,클리오,KOSDAQ,우량기업부,20400,1,350,1.75,20250,20900,20100,97066,1984221350,368655601200,18071353,KSQ
542,025950,KR7025950007,동신건설,KOSDAQ,우량기업부,43850,2,-1450,-3.2,41400,44600,41050,267974,11366258225,368340000000,8400000,KSQ
543,090435,KR7090431008,아모레퍼시픽우,KOSPI,,34700,1,150,0.43,34700,35000,34400,8237,286021950,366356701000,10557830,STK
544,314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,12300,2,-280,-2.23,12320,12670,12110,82728,1018385285,366098466900,29764103,KSQ
545,093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,74700,2,-700,-0.93,74900,76600,73900,22969,1722342850,364536000000,4880000,KSQ
546,004690,KR7004690004,삼천리,KOSPI,,89700,1,100,0.11,89800,89800,89400,4102,367116200,363735742500,4055025,STK
547,003520,KR7003520004,영진약품,KOSPI,,1986,2,-9,-0.45,2015,2015,1971,151922,301066113,363224963766,182892731,STK
548,005389,KR7005383005,현대차3우B,KOSPI,,151100,1,400,0.27,150000,151500,150000,6428,969617600,359679044400,2380404,STK
549,445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,33000,1,150,0.46,32600,33800,32550,62770,2087348775,358764780000,10871660,KSQ
550,001500,KR7001500008,현대차증권,KOSPI,,5780,2,-10,-0.17,5790,5810,5740,189152,1091916890,357394994320,61833044,STK
551,034120,KR7034120006,SBS,KOSPI,,19140,2,-350,-1.8,19400,19580,19040,58360,1123240285,355070695320,18551238,STK
552,098070,KR7098070006,한텍,KOSDAQ,중견기업부,31850,1,5450,20.64,25350,33200,24900,13716418,413737573050,354208340850,11121141,KSQ
553,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,28800,1,250,0.88,28500,29000,28400,36068,1033487025,354108729600,12295442,KSQ
554,093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,354103029120,254384360,STK
555,144510,KR7144510005,지씨셀,KOSDAQ,우량기업부,22400,2,-100,-0.44,22500,22800,22150,26634,595957250,353927705600,15800344,KSQ
556,437730,KR7437730005,삼현,KOSDAQ,기술성장기업부,11140,2,-280,-2.45,11250,11370,10830,400323,4434479355,353222296380,31707567,KSQ
557,020000,KR7020000006,한섬,KOSPI,,15740,2,-30,-0.19,15770,15820,15700,13169,207651120,353170137780,22437747,STK
558,060980,KR7060980000,HL홀딩스,KOSPI,,37550,2,-100,-0.27,37350,37650,37200,6818,255132200,353115581350,9403877,STK
559,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1529,2,-12,-0.78,1537,1540,1521,97760,149503445,351377130753,229808457,KSQ
560,161000,KR7161000005,애경케미칼,KOSPI,,7170,2,-120,-1.65,7290,7290,7080,173365,1236950680,348811243530,48648709,STK
561,200880,KR7200880003,서연이화,KOSPI,,12890,2,-80,-0.62,12990,13120,12700,92011,1179957925,348396552930,27028437,STK
562,397030,KR7397030008,에이프릴바이오,KOSDAQ,기술성장기업부,15490,2,-220,-1.4,15560,15780,15240,196703,3049176755,348309627040,22486096,KSQ
563,206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,14740,1,20,0.14,14710,14830,14490,51835,758156670,346191894400,23486560,KSQ
564,108860,KR7108860008,셀바스AI,KOSDAQ,우량기업부,12780,2,-20,-0.16,12920,12930,12580,107563,1371240410,343971016200,26914790,KSQ
565,004700,KR7004700001,조광피혁,KOSPI,,51600,2,-200,-0.39,51500,51800,51200,151,7763000,343095520800,6649138,STK
566,389650,KR7389650003,넥스트바이오메디컬,KOSDAQ,기술성장기업부,42250,2,-850,-1.97,43250,43800,41000,113738,4786458925,341725858500,8088186,KSQ
567,130660,KR7130660004,한전산업,KOSPI,,10470,1,180,1.75,10210,10530,10200,77870,805383285,341322000000,32600000,STK
568,00088K,KR700088K015,한화3우B,KOSPI,,17580,2,-1920,-9.85,18680,18680,17410,168467,2998225635,341130072780,19404441,STK
569,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3670,1,200,5.76,3455,3705,3350,1339509,4753771752,340967067860,92906558,KSQ
570,082800,KR7082800004,비보존 제약,KOSDAQ,중견기업부,6720,2,-120,-1.75,6810,6920,6710,165529,1118181210,336703355520,50104666,KSQ
571,126560,KR7126560002,현대퓨처넷,KOSPI,,3050,2,-90,-2.87,3185,3185,3030,192512,589504201,336118982250,110202945,STK
572,101160,KR7101160000,월덱스,KOSDAQ,우량기업부,20300,1,330,1.65,20350,20600,20100,179735,3659694050,335173157900,16510993,KSQ
573,211050,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,6500,1,90,1.4,6410,6690,6320,305357,1969027255,333968700000,51379800,KSQ
574,038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3090,3,0,0.0,3080,3110,3045,115369,353575740,333461385540,107916306,KSQ
575,026890,KR7026890004,스틱인베스트먼트,KOSPI,,8000,1,560,7.53,7320,8200,7260,757136,5926008005,333425400000,41678175,STK
576,071055,KR7071051007,한국금융지주우,KOSPI,,56900,1,100,0.18,56800,57300,56600,17262,982802350,333334481900,5858251,STK
577,060250,KR7060250008,NHN KCP,KOSDAQ GLOBAL,우량기업부,8290,1,80,0.97,8290,8330,8210,92820,768804165,332931465190,40160611,KSQ
578,032500,KR7032500001,케이엠더블유,KOSDAQ,중견기업부,8360,1,340,4.24,8110,8390,8030,92993,768200355,332902581880,39820883,KSQ
579,027410,KR7027410000,BGF,KOSPI,,3460,1,15,0.44,3445,3465,3415,19050,65704400,331180096860,95716791,STK
580,005010,KR7005010004,휴스틸,KOSPI,,5880,2,-170,-2.81,6100,6160,5695,2435116,14237628470,330385881000,56188075,STK
581,002020,KR7002020006,코오롱,KOSPI,,26150,1,1100,4.39,25050,26500,24950,327674,8491847500,330181039900,12626426,STK
582,136480,KR7136480001,하림,KOSDAQ,우량기업부,3100,1,5,0.16,3140,3175,3095,747415,2336527520,329250076200,106209702,KSQ
583,119610,KR7119610004,인터로조,KOSDAQ,관리종목(소속부없음),24900,0,0,0.0,0,0,0,0,0,329090302200,13216478,KSQ
584,005090,KR7005090006,SGC에너지,KOSPI,,22750,2,-200,-0.87,22950,23200,22600,36825,838077500,327812325750,14409333,STK
585,024720,KR7024720005,콜마홀딩스,KOSPI,,9530,1,30,0.32,9500,9570,9450,244065,2328856540,326843348270,34296259,STK
586,059090,KR7059090001,미코,KOSDAQ,중견기업부,9700,1,10,0.1,9600,9890,9090,209956,2030461035,324142746600,33416778,KSQ
587,204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,4610,1,255,5.86,4505,4665,4290,2450018,11085890423,324006151300,70283330,KSQ
588,475400,KR7475400008,씨메스,KOSDAQ,기술성장기업부,27800,2,-1300,-4.47,27650,28950,26650,412436,11317084525,322714354000,11608430,KSQ
589,033270,KR7033270000,유나이티드제약,KOSPI,,19710,1,270,1.39,19280,19750,19140,15525,302475870,321939631620,16333822,STK
590,215600,KR7215600008,신라젠,KOSDAQ,중견기업부,2340,2,-20,-0.85,2365,2380,2320,333268,778014121,321439072500,137367125,KSQ
591,035150,KR7035150002,백산,KOSPI,,15100,1,260,1.75,14760,15200,14710,40241,606603475,320875000000,21250000,STK
592,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,6870,2,-60,-0.87,6980,6980,6670,98500,667364580,320665150500,46676150,KSQ
593,484810,KR7484810007,티엑스알로보틱스,KOSDAQ,중견기업부,20700,3,0,0.0,19530,22200,19060,8323589,173571690815,319833940500,15450915,KSQ
594,044490,KR7044490001,태웅,KOSDAQ,우량기업부,15980,1,630,4.1,15200,15990,15090,54547,847746660,319717948380,20007381,KSQ
595,394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,14600,1,250,1.74,14490,14790,14200,105426,1538295895,319559062200,21887607,KSQ
596,450950,KR7450950001,아스테라시스,KOSDAQ,중견기업부,8720,1,90,1.04,8630,8950,8550,175023,1536122320,319366878240,36624642,KSQ
597,101930,KR7101930006,인화정공,KOSDAQ,중견기업부,33100,2,-800,-2.36,33050,33900,32850,8719,289039325,318280762300,9615733,KSQ
598,032820,KR7032820003,우리기술,KOSDAQ,우량기업부,1932,1,26,1.36,1907,1939,1906,1103997,2119473704,318156798624,164677432,KSQ
599,243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,26500,2,-100,-0.38,26600,26800,26350,6963,184199175,317461122500,11979665,KSQ
600,025860,KR7025860008,남해화학,KOSPI,,6390,2,-10,-0.16,6380,6450,6300,37041,235343660,317447806770,49678843,STK
601,078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,9250,2,-180,-1.91,9500,9530,9220,45591,424697530,316514511250,34217785,KSQ
602,439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,19290,1,460,2.44,19370,20750,19270,1532351,30643147810,315936635400,16378260,KSQ
603,003000,KR7003000007,부광약품,KOSPI,,4615,2,-45,-0.97,4725,4725,4550,67656,311245002,315918306665,68454671,STK
604,037270,KR7037270006,YG PLUS,KOSPI,,4960,1,10,0.2,4965,5070,4805,789526,3922393310,314609873600,63429410,STK
605,005390,KR7005390000,신성통상,KOSPI,,2185,1,5,0.23,2155,2195,2155,43927,95584755,314002832150,143708390,STK
606,003220,KR7003220001,대원제약,KOSPI,,13990,2,-10,-0.07,14000,14050,13970,30060,420516850,313761886170,22427583,STK
607,249420,KR7249420001,일동제약,KOSPI,,11170,1,80,0.72,11090,11210,11040,25465,282819700,313458136170,28062501,STK
608,043150,KR7043150002,바텍,KOSDAQ,우량기업부,21100,3,0,0.0,21050,21200,20800,11078,232209650,313424801600,14854256,KSQ
609,288330,KR7288330004,브릿지바이오테라퓨틱스,KOSDAQ,기술성장기업부,6090,2,-10,-0.16,6100,6150,5640,1475070,8667230065,313397240310,51460959,KSQ
610,000680,KR7000680009,LS네트웍스,KOSPI,,3970,2,-40,-1.0,3985,4040,3880,265406,1048354637,312847973520,78803016,STK
611,041830,KR7041830001,인바디,KOSDAQ,우량기업부,22850,1,100,0.44,22950,23000,22700,10902,249193600,312674418700,13683782,KSQ
612,416180,KR7416180008,신성에스티,KOSDAQ,중견기업부,34550,2,-150,-0.43,34750,35100,34200,15734,542490475,312324329900,9039778,KSQ
613,002310,KR7002310001,아세아제지,KOSPI,,7300,1,50,0.69,7250,7300,7200,99053,718624310,312312323000,42782510,STK
614,011760,KR7011760006,현대코퍼레이션,KOSPI,,23550,2,-200,-0.84,23600,23750,23150,36675,857161075,311542149300,13228966,STK
615,338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,22200,2,-250,-1.11,22400,22700,22050,35379,788482825,310784970600,13999323,KSQ
616,004430,KR7004430005,송원산업,KOSPI,,12930,1,60,0.47,12880,13000,12710,36043,463976310,310320000000,24000000,STK
617,049070,KR7049070006,인탑스,KOSDAQ,우량기업부,17980,1,130,0.73,17960,18040,17700,32802,586225910,309256000000,17200000,KSQ
618,001340,KR7001340009,백광산업,KOSPI,,6880,1,20,0.29,6860,6930,6650,176029,1186566955,309038640160,44918407,STK
619,072710,KR7072710007,농심홀딩스,KOSPI,,66600,2,-600,-0.89,67200,67300,66300,2023,135096800,308876814000,4637790,STK
620,123890,KR7123890006,한국자산신탁,KOSPI,,2485,3,0,0.0,2495,2515,2485,93466,233036629,308084713720,123977752,STK
621,458650,KR7458650009,성우,KOSDAQ,벤처기업부,20450,2,-900,-4.22,21000,21300,20150,576142,11862583725,307683951500,15045670,KSQ
622,094480,KR7094480001,갤럭시아머니트리,KOSDAQ,중견기업부,7830,1,10,0.13,7650,7920,7650,127996,997934245,307169631540,39229838,KSQ
623,007810,KR7007810005,코리아써키트,KOSPI,,12955,1,705,5.76,12180,13010,12150,417243,5301122100,306006829205,23620751,STK
624,304360,KR7304360001,에스바이오메딕스,KOSDAQ,중견기업부,25950,1,100,0.39,25700,27200,25700,105732,2799211450,304803406200,11745796,KSQ
625,900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1769,1,24,1.38,1740,1789,1692,418044,725881310,303539899059,171588411,STK
626,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,27100,2,-700,-2.52,27550,28150,27000,56198,1531328425,302198847900,11151249,KSQ
627,230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,22700,1,1300,6.07,21400,23300,21150,138638,3124602875,302114300000,13309000,KSQ
628,334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,3900,2,-135,-3.35,4070,4070,3855,126896,497021088,301928784300,77417637,KSQ
629,045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,16700,2,-80,-0.48,16780,16900,16560,17692,294921160,300600000000,18000000,KSQ
630,252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,5140,1,110,2.19,5100,5240,5080,532657,2757931420,300114643820,58388063,KSQ
631,105550,KR7105550008,엣지파운드리,KOSDAQ,중견기업부,4705,2,-45,-0.95,4705,4810,4510,1248179,5822882144,299854957240,63731128,KSQ
632,104700,KR7104700000,한국철강,KOSPI,,8180,1,30,0.37,8130,8250,8040,11953,96992210,298161000000,36450000,STK
633,056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,7930,2,-20,-0.25,7930,8000,7810,146761,1157327685,297471365360,37512152,KSQ
634,339770,KR7339770000,교촌에프앤비,KOSPI,,5950,2,-60,-1.0,5950,5980,5890,43707,258421295,297292226000,49965080,STK
635,286940,KR7286940002,롯데이노베이트,KOSPI,,19650,1,10,0.05,19640,19670,19350,20391,396983370,297292061550,15129367,STK
636,033240,KR7033240003,자화전자,KOSPI,,13380,1,10,0.07,13480,13500,13150,53064,706044970,296445540600,22155870,STK
637,018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,20150,3,0,0.0,20050,20250,20000,5655,113736200,296205000000,14700000,KSQ
638,110990,KR7110990009,디아이티,KOSDAQ,우량기업부,15630,1,410,2.69,15110,15870,15060,80784,1258843185,295407000000,18900000,KSQ
639,372170,KR7372170001,윤성에프앤씨,KOSDAQ,기술성장기업부,37000,2,-650,-1.73,38000,38050,36100,29246,1076955475,295224776000,7979048,KSQ
640,199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,34400,1,100,0.29,34950,34950,33050,12366,421607700,294338612000,8556355,KSQ
641,001820,KR7001820000,삼화콘덴서,KOSPI,,28150,1,400,1.44,27500,28300,27400,23222,645240075,292619250000,10395000,STK
642,393890,KR7393890009,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,8640,2,-110,-1.26,8820,8820,8470,130327,1120717550,292404764160,33843144,KSQ
643,002320,KR7002320000,한진,KOSPI,,19520,1,20,0.1,19500,19540,19435,20839,406139030,291777698560,14947628,STK
644,051360,KR7051360006,토비스,KOSDAQ,벤처기업부,18140,2,-40,-0.22,18180,18200,17820,41602,748789325,291456432120,16067058,KSQ
645,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,4125,1,5,0.12,4120,4155,4060,39168,160464477,291316711125,70622233,KSQ
646,377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3290,2,-25,-0.75,3315,3320,3280,18337,60286724,290836000000,88400000,STK
647,347700,KR7347700007,라이프시맨틱스,KOSDAQ,기술성장기업부,7550,3,0,0.0,7500,7660,7300,74256,553566500,290681923350,38500917,KSQ
648,084850,KR7084850007,아이티엠반도체,KOSDAQ GLOBAL,중견기업부,12760,2,-40,-0.31,12920,12980,12700,20212,259425090,289434237840,22682934,KSQ
649,000490,KR7000490003,대동,KOSPI,,11280,2,-150,-1.31,11430,11480,11110,132656,1494355350,289228088640,25640788,STK
650,025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7720,2,-50,-0.64,7710,7810,7710,4828,37386940,289069772120,37444271,KSQ
