Month,Close,Volume
1,8468.5,171816
2,8440.15,195329
3,8357.90909090909,2072984
4,8028.1,761838
5,8237.21052631579,397025
6,8462.809523809523,821526
7,9233.52380952381,704237
8,9475.0,584906
9,8978.666666666666,784207
10,9085.125,1080138
11,8867.954545454546,462598
12,8865.421052631578,188119
