Month,Close,Close_norm
1,19769.2,0.04160807295957608
2,19453.55,0.0
3,19531.31818181818,0.010251177516313745
4,20608.7,0.15226854262396372
5,21994.78947368421,0.33497886085476597
6,23558.904761904763,0.5411560286972144
7,24915.23809523809,0.7199439782959405
8,23891.272727272728,0.5849678156525638
9,25410.47619047619,0.7852248362051064
10,26250.875,0.8960037843495936
11,27039.81818181818,1.0
12,25847.84210526316,0.8428771501366378
