Month,Close,Close_norm
1,23198.05,0.0596339822795719
2,22949.3,0.04007010651448706
3,22439.81818181818,0.0
4,23337.8,0.07062514464407686
5,24414.84210526316,0.1553331564677308
6,26489.28571428572,0.31848554661282275
7,26302.04761904762,0.30375950507019217
8,25724.5,0.25833610861805884
9,27466.14285714286,0.39531413669560783
10,30385.5,0.6249179174263422
11,34713.13636363636,0.9652810940078308
12,35154.57894736842,1.0
