Year,Close
2011,5367.556451612903
2012,4682.798387096775
2013,4868.692307692308
2014,5160.257142857143
2015,4482.967741935484
2016,4283.780487804878
2017,5973.374485596708
2018,6160.627049180328
2019,5417.317073170731
2020,4427.439516129032
2021,5999.258064516129
2022,5898.707317073171
2023,5776.212244897959
2024,7937.073770491803
2025,8470.442307692309
