,Month,Close,Volume,Close_norm
0,3,9230.75,82,0.12015566865981173
1,4,9405.15,1486,0.24650930325881895
2,5,10374.368421052632,18022,0.9487126875495945
3,6,10399.57142857143,75335,0.9669723871070842
4,7,9853.142857142857,16257,0.5710822721486924
5,8,9680.727272727272,16048,0.4461663561371034
6,9,9064.904761904761,34983,0.0
7,10,9608.625,17937,0.39392791449754083
8,11,10350.954545454546,1930942,0.9317492226306315
9,12,10445.157894736842,38774,1.0
