Year,Close
2011,10177.100806451614
2012,9014.491935483871
2013,7917.987854251012
2014,8283.975510204082
2015,7705.133064516129
2016,7397.987804878048
2017,8710.456790123457
2018,7906.19262295082
2019,6478.378048780488
2020,5307.1612903225805
2021,8541.358870967742
2022,7835.09756097561
2023,8877.15918367347
2024,8751.295081967213
2025,9575.0
